Ntor Npol Px
-7.290900 0.866110 0.000198
-7.290900 0.891210 0.000105
-7.290900 0.916320 0.000035
-7.290900 0.966530 0.000213
-7.290900 0.991630 0.000466
-7.290900 1.016700 0.000885
-7.290900 1.041800 0.001501
-7.290900 1.066900 0.001652
-7.290900 1.092100 0.001800
-7.290900 1.117200 0.001384
-7.290900 1.142300 0.001108
-7.290900 1.167400 0.000461
-7.290900 1.192500 0.000236
-7.290900 1.217600 0.000090
-7.290900 1.267800 0.000007
-7.290900 1.292900 0.000024
-7.290900 1.318000 0.000032
-7.290900 1.343100 0.000024
-7.290900 1.368200 0.000006
-7.290900 1.443500 0.000003
-7.290900 1.468600 0.000004
-7.290900 1.493700 0.000004
-7.290900 1.970700 0.000001
-7.290900 2.071100 0.000005
-7.290900 2.096200 0.000010
-7.290900 2.121300 0.000028
-7.290900 2.146400 0.000036
-7.290900 2.171500 0.000046
-7.290900 2.196700 0.000047
-7.290900 2.221800 0.000041
-7.290900 2.246900 0.000034
-7.290900 2.272000 0.000015
-7.290900 2.297100 0.000007
-7.290900 2.397500 0.000002
-7.290900 2.422600 0.000002
-7.290900 2.447700 0.000002
-7.257600 -2.422600 0.000001
-7.257600 -2.397500 0.000001
-7.257600 -2.322200 0.000001
-7.257600 -2.297100 0.000004
-7.257600 -2.272000 0.000009
-7.257600 -2.246900 0.000019
-7.257600 -2.221800 0.000028
-7.257600 -2.196700 0.000030
-7.257600 -2.171500 0.000032
-7.257600 -2.146400 0.000026
-7.257600 -2.121300 0.000013
-7.257600 -2.096200 0.000008
-7.257600 -2.071100 0.000004
-7.257600 -1.518800 0.000001
-7.257600 -1.493700 0.000003
-7.257600 -1.468600 0.000004
-7.257600 -1.443500 0.000002
-7.257600 -1.368200 0.000007
-7.257600 -1.343100 0.000016
-7.257600 -1.318000 0.000022
-7.257600 -1.292900 0.000017
-7.257600 -1.267800 0.000008
-7.257600 -1.217600 0.000041
-7.257600 -1.192500 0.000145
-7.257600 -1.167400 0.000440
-7.257600 -1.142300 0.000764
-7.257600 -1.117200 0.000951
-7.257600 -1.092100 0.001111
-7.257600 -1.066900 0.001265
-7.257600 -1.041800 0.001093
-7.257600 -1.016700 0.000588
-7.257600 -0.991630 0.000396
-7.257600 -0.966530 0.000054
-7.257600 -0.941420 0.000005
-7.257600 -0.916320 0.000018
-7.257600 -0.891210 0.000103
-7.257600 -0.866110 0.000144
-7.257600 -0.841000 0.000128
-7.257600 -0.815900 0.000046
-7.257600 -0.790790 0.000013
-7.257600 -0.740590 0.000026
-7.257600 -0.715480 0.000054
-7.257600 -0.690380 0.000045
-7.257600 -0.665270 0.000024
-7.257600 -0.640170 0.000006
-7.257600 -0.615060 0.000012
-7.257600 -0.589960 0.000047
-7.257600 -0.564850 0.000075
-7.257600 -0.539750 0.000080
-7.257600 -0.514640 0.000064
-7.257600 -0.489540 0.000003
-7.257600 -0.464440 0.000004
-7.257600 -0.439330 0.000039
-7.257600 -0.414230 0.000128
-7.257600 -0.389120 0.000144
-7.257600 -0.364020 0.000149
-7.257600 -0.338910 0.000037
-7.257600 -0.313810 0.000001
-7.257600 -0.288700 0.000018
-7.257600 -0.263600 0.000182
-7.257600 -0.238490 0.000327
-7.257600 -0.213390 0.000293
-7.257600 -0.188280 0.000168
-7.257600 -0.163180 0.000042
-7.257600 -0.138080 0.000191
-7.257600 -0.112970 0.000851
-7.257600 -0.087870 0.001738
-7.257600 -0.062760 0.003914
-7.257600 -0.037660 0.005965
-7.257600 -0.012550 0.006743
-7.257600 0.012550 0.006272
-7.257600 0.037660 0.006375
-7.257600 0.062760 0.003441
-7.257600 0.087870 0.002096
-7.257600 0.112970 0.001196
-7.257600 0.138080 0.000084
-7.257600 0.163180 0.000013
-7.257600 0.188280 0.000116
-7.257600 0.213390 0.000325
-7.257600 0.238490 0.000374
-7.257600 0.263600 0.000167
-7.257600 0.288700 0.000067
-7.257600 0.313810 0.000009
-7.257600 0.338910 0.000030
-7.257600 0.364020 0.000061
-7.257600 0.389120 0.000098
-7.257600 0.414230 0.000055
-7.257600 0.439330 0.000024
-7.257600 0.464440 0.000005
-7.257600 0.489540 0.000027
-7.257600 0.514640 0.000069
-7.257600 0.539750 0.000090
-7.257600 0.564850 0.000068
-7.257600 0.589960 0.000043
-7.257600 0.640170 0.000014
-7.257600 0.665270 0.000075
-7.257600 0.690380 0.000092
-7.257600 0.715480 0.000104
-7.257600 0.740590 0.000038
-7.257600 0.765690 0.000009
-7.257600 0.815900 0.000057
-7.257600 0.841000 0.000093
-7.257600 0.866110 0.000137
-7.257600 0.891210 0.000085
-7.257600 0.916320 0.000038
-7.257600 0.941420 0.000018
-7.257600 0.966530 0.000098
-7.257600 0.991630 0.000310
-7.257600 1.016700 0.000750
-7.257600 1.041800 0.000924
-7.257600 1.066900 0.001249
-7.257600 1.092100 0.001143
-7.257600 1.117200 0.000956
-7.257600 1.142300 0.000597
-7.257600 1.167400 0.000367
-7.257600 1.192500 0.000216
-7.257600 1.217600 0.000025
-7.257600 1.242700 0.000002
-7.257600 1.267800 0.000004
-7.257600 1.292900 0.000021
-7.257600 1.318000 0.000022
-7.257600 1.343100 0.000021
-7.257600 1.368200 0.000006
-7.257600 1.393300 0.000002
-7.257600 1.443500 0.000002
-7.257600 1.468600 0.000003
-7.257600 1.493700 0.000002
-7.257600 2.071100 0.000002
-7.257600 2.096200 0.000011
-7.257600 2.121300 0.000017
-7.257600 2.146400 0.000022
-7.257600 2.171500 0.000033
-7.257600 2.196700 0.000032
-7.257600 2.221800 0.000033
-7.257600 2.246900 0.000019
-7.257600 2.272000 0.000012
-7.257600 2.297100 0.000007
-7.257600 2.372400 0.000001
-7.257600 2.397500 0.000002
-7.257600 2.422600 0.000002
-7.224200 -2.297100 0.000002
-7.224200 -2.272000 0.000005
-7.224200 -2.246900 0.000010
-7.224200 -2.221800 0.000012
-7.224200 -2.196700 0.000012
-7.224200 -2.171500 0.000016
-7.224200 -2.146400 0.000009
-7.224200 -2.121300 0.000006
-7.224200 -2.096200 0.000005
-7.224200 -1.493700 0.000002
-7.224200 -1.468600 0.000002
-7.224200 -1.443500 0.000001
-7.224200 -1.368200 0.000002
-7.224200 -1.343100 0.000006
-7.224200 -1.318000 0.000009
-7.224200 -1.292900 0.000010
-7.224200 -1.267800 0.000005
-7.224200 -1.242700 0.000001
-7.224200 -1.217600 0.000018
-7.224200 -1.192500 0.000098
-7.224200 -1.167400 0.000155
-7.224200 -1.142300 0.000326
-7.224200 -1.117200 0.000439
-7.224200 -1.092100 0.000440
-7.224200 -1.066900 0.000603
-7.224200 -1.041800 0.000389
-7.224200 -1.016700 0.000374
-7.224200 -0.991630 0.000222
-7.224200 -0.966530 0.000037
-7.224200 -0.941420 0.000007
-7.224200 -0.916320 0.000023
-7.224200 -0.891210 0.000041
-7.224200 -0.866110 0.000072
-7.224200 -0.841000 0.000049
-7.224200 -0.815900 0.000036
-7.224200 -0.790790 0.000013
-7.224200 -0.765690 0.000001
-7.224200 -0.740590 0.000011
-7.224200 -0.715480 0.000022
-7.224200 -0.690380 0.000018
-7.224200 -0.665270 0.000015
-7.224200 -0.615060 0.000003
-7.224200 -0.589960 0.000017
-7.224200 -0.564850 0.000034
-7.224200 -0.539750 0.000047
-7.224200 -0.514640 0.000032
-7.224200 -0.489540 0.000003
-7.224200 -0.439330 0.000032
-7.224200 -0.414230 0.000050
-7.224200 -0.389120 0.000084
-7.224200 -0.364020 0.000051
-7.224200 -0.338910 0.000023
-7.224200 -0.313810 0.000004
-7.224200 -0.288700 0.000024
-7.224200 -0.263600 0.000091
-7.224200 -0.238490 0.000151
-7.224200 -0.213390 0.000129
-7.224200 -0.188280 0.000112
-7.224200 -0.138080 0.000043
-7.224200 -0.112970 0.000295
-7.224200 -0.087870 0.001039
-7.224200 -0.062760 0.001421
-7.224200 -0.037660 0.002855
-7.224200 -0.012550 0.002822
-7.224200 0.012550 0.003724
-7.224200 0.037660 0.002367
-7.224200 0.062760 0.001616
-7.224200 0.087870 0.001365
-7.224200 0.112970 0.000280
-7.224200 0.138080 0.000071
-7.224200 0.163180 0.000009
-7.224200 0.188280 0.000097
-7.224200 0.213390 0.000193
-7.224200 0.238490 0.000154
-7.224200 0.263600 0.000097
-7.224200 0.288700 0.000057
-7.224200 0.313810 0.000001
-7.224200 0.338910 0.000006
-7.224200 0.364020 0.000028
-7.224200 0.389120 0.000035
-7.224200 0.414230 0.000023
-7.224200 0.439330 0.000002
-7.224200 0.489540 0.000012
-7.224200 0.514640 0.000036
-7.224200 0.539750 0.000036
-7.224200 0.564850 0.000041
-7.224200 0.589960 0.000008
-7.224200 0.640170 0.000004
-7.224200 0.665270 0.000030
-7.224200 0.690380 0.000037
-7.224200 0.715480 0.000040
-7.224200 0.740590 0.000022
-7.224200 0.765690 0.000009
-7.224200 0.790790 0.000005
-7.224200 0.815900 0.000017
-7.224200 0.841000 0.000049
-7.224200 0.866110 0.000056
-7.224200 0.891210 0.000039
-7.224200 0.916320 0.000004
-7.224200 0.941420 0.000003
-7.224200 0.966530 0.000044
-7.224200 0.991630 0.000202
-7.224200 1.016700 0.000285
-7.224200 1.041800 0.000518
-7.224200 1.066900 0.000550
-7.224200 1.092100 0.000489
-7.224200 1.117200 0.000577
-7.224200 1.142300 0.000294
-7.224200 1.167400 0.000178
-7.224200 1.192500 0.000056
-7.224200 1.217600 0.000018
-7.224200 1.242700 0.000003
-7.224200 1.267800 0.000005
-7.224200 1.292900 0.000009
-7.224200 1.318000 0.000014
-7.224200 1.343100 0.000008
-7.224200 1.368200 0.000004
-7.224200 1.468600 0.000001
-7.224200 2.096200 0.000004
-7.224200 2.121300 0.000006
-7.224200 2.146400 0.000014
-7.224200 2.171500 0.000014
-7.224200 2.196700 0.000013
-7.224200 2.221800 0.000013
-7.224200 2.246900 0.000009
-7.224200 2.272000 0.000008
-7.224200 2.297100 0.000002
-7.190800 -2.272000 0.000001
-7.190800 -2.246900 0.000002
-7.190800 -2.221800 0.000002
-7.190800 -2.196700 0.000004
-7.190800 -2.171500 0.000003
-7.190800 -2.146400 0.000001
-7.190800 -2.121300 0.000002
-7.190800 -1.343100 0.000001
-7.190800 -1.292900 0.000002
-7.190800 -1.217600 0.000002
-7.190800 -1.192500 0.000010
-7.190800 -1.167400 0.000042
-7.190800 -1.142300 0.000055
-7.190800 -1.117200 0.000050
-7.190800 -1.092100 0.000127
-7.190800 -1.066900 0.000075
-7.190800 -1.041800 0.000047
-7.190800 -1.016700 0.000081
-7.190800 -0.991630 0.000020
-7.190800 -0.966530 0.000016
-7.190800 -0.941420 0.000003
-7.190800 -0.916320 0.000005
-7.190800 -0.891210 0.000014
-7.190800 -0.866110 0.000013
-7.190800 -0.841000 0.000009
-7.190800 -0.815900 0.000012
-7.190800 -0.790790 0.000002
-7.190800 -0.765690 0.000001
-7.190800 -0.740590 0.000002
-7.190800 -0.715480 0.000003
-7.190800 -0.690380 0.000005
-7.190800 -0.665270 0.000001
-7.190800 -0.589960 0.000003
-7.190800 -0.564850 0.000003
-7.190800 -0.539750 0.000007
-7.190800 -0.514640 0.000001
-7.190800 -0.464440 0.000002
-7.190800 -0.439330 0.000005
-7.190800 -0.414230 0.000016
-7.190800 -0.389120 0.000013
-7.190800 -0.364020 0.000008
-7.190800 -0.338910 0.000009
-7.190800 -0.288700 0.000002
-7.190800 -0.263600 0.000018
-7.190800 -0.238490 0.000018
-7.190800 -0.213390 0.000040
-7.190800 -0.188280 0.000008
-7.190800 -0.138080 0.000009
-7.190800 -0.112970 0.000079
-7.190800 -0.087870 0.000110
-7.190800 -0.062760 0.000391
-7.190800 -0.037660 0.000391
-7.190800 -0.012550 0.000316
-7.190800 0.012550 0.000534
-7.190800 0.037660 0.000345
-7.190800 0.062760 0.000542
-7.190800 0.087870 0.000142
-7.190800 0.112970 0.000056
-7.190800 0.138080 0.000036
-7.190800 0.163180 0.000011
-7.190800 0.188280 0.000017
-7.190800 0.213390 0.000041
-7.190800 0.238490 0.000031
-7.190800 0.263600 0.000019
-7.190800 0.288700 0.000009
-7.190800 0.313810 0.000003
-7.190800 0.338910 0.000002
-7.190800 0.364020 0.000004
-7.190800 0.389120 0.000004
-7.190800 0.414230 0.000007
-7.190800 0.439330 0.000001
-7.190800 0.489540 0.000003
-7.190800 0.514640 0.000003
-7.190800 0.539750 0.000010
-7.190800 0.564850 0.000003
-7.190800 0.640170 0.000003
-7.190800 0.665270 0.000004
-7.190800 0.690380 0.000010
-7.190800 0.715480 0.000007
-7.190800 0.740590 0.000004
-7.190800 0.815900 0.000004
-7.190800 0.841000 0.000008
-7.190800 0.866110 0.000007
-7.190800 0.891210 0.000012
-7.190800 0.916320 0.000001
-7.190800 0.966530 0.000016
-7.190800 0.991630 0.000025
-7.190800 1.016700 0.000030
-7.190800 1.041800 0.000090
-7.190800 1.066900 0.000074
-7.190800 1.092100 0.000155
-7.190800 1.117200 0.000074
-7.190800 1.142300 0.000043
-7.190800 1.167400 0.000029
-7.190800 1.192500 0.000012
-7.190800 1.217600 0.000004
-7.190800 1.267800 0.000001
-7.190800 1.292900 0.000003
-7.190800 1.318000 0.000002
-7.190800 1.343100 0.000002
-7.190800 1.368200 0.000002
-7.190800 2.121300 0.000002
-7.190800 2.146400 0.000002
-7.190800 2.171500 0.000002
-7.190800 2.196700 0.000003
-7.190800 2.221800 0.000002
-7.190800 2.246900 0.000001
-7.157500 -2.221800 0.000001
-7.157500 -2.171500 0.000001
-7.157500 -1.217600 0.000001
-7.157500 -1.167400 0.000010
-7.157500 -1.142300 0.000024
-7.157500 -1.117200 0.000007
-7.157500 -1.092100 0.000033
-7.157500 -1.066900 0.000051
-7.157500 -1.041800 0.000013
-7.157500 -1.016700 0.000024
-7.157500 -0.991630 0.000024
-7.157500 -0.966530 0.000005
-7.157500 -0.941420 0.000003
-7.157500 -0.916320 0.000002
-7.157500 -0.891210 0.000002
-7.157500 -0.866110 0.000002
-7.157500 -0.765690 0.000002
-7.157500 -0.740590 0.000004
-7.157500 -0.715480 0.000006
-7.157500 -0.690380 0.000004
-7.157500 -0.665270 0.000003
-7.157500 -0.640170 0.000001
-7.157500 -0.615060 0.000001
-7.157500 -0.589960 0.000003
-7.157500 -0.564850 0.000002
-7.157500 -0.539750 0.000005
-7.157500 -0.514640 0.000006
-7.157500 -0.489540 0.000001
-7.157500 -0.414230 0.000001
-7.157500 -0.389120 0.000004
-7.157500 -0.263600 0.000007
-7.157500 -0.238490 0.000016
-7.157500 -0.213390 0.000008
-7.157500 -0.188280 0.000009
-7.157500 -0.163180 0.000001
-7.157500 -0.138080 0.000003
-7.157500 -0.112970 0.000021
-7.157500 -0.087870 0.000009
-7.157500 -0.062760 0.000102
-7.157500 -0.037660 0.000213
-7.157500 -0.012550 0.000125
-7.157500 0.012550 0.000208
-7.157500 0.037660 0.000284
-7.157500 0.062760 0.000091
-7.157500 0.087870 0.000096
-7.157500 0.112970 0.000023
-7.157500 0.138080 0.000014
-7.157500 0.163180 0.000008
-7.157500 0.188280 0.000005
-7.157500 0.213390 0.000005
-7.157500 0.238490 0.000007
-7.157500 0.313810 0.000001
-7.157500 0.338910 0.000006
-7.157500 0.364020 0.000009
-7.157500 0.389120 0.000005
-7.157500 0.414230 0.000005
-7.157500 0.439330 0.000003
-7.157500 0.489540 0.000002
-7.157500 0.514640 0.000005
-7.157500 0.539750 0.000004
-7.157500 0.564850 0.000005
-7.157500 0.589960 0.000005
-7.157500 0.690380 0.000001
-7.157500 0.715480 0.000003
-7.157500 0.815900 0.000002
-7.157500 0.841000 0.000004
-7.157500 0.866110 0.000001
-7.157500 0.891210 0.000003
-7.157500 0.916320 0.000002
-7.157500 0.966530 0.000002
-7.157500 0.991630 0.000009
-7.157500 1.016700 0.000012
-7.157500 1.041800 0.000028
-7.157500 1.066900 0.000050
-7.157500 1.092100 0.000025
-7.157500 1.117200 0.000036
-7.157500 1.142300 0.000006
-7.157500 1.167400 0.000011
-7.157500 1.192500 0.000010
-7.157500 1.217600 0.000002
-7.157500 2.221800 0.000001
-7.124100 -2.272000 0.000004
-7.124100 -2.246900 0.000006
-7.124100 -2.221800 0.000006
-7.124100 -2.196700 0.000010
-7.124100 -2.171500 0.000011
-7.124100 -2.146400 0.000007
-7.124100 -2.121300 0.000005
-7.124100 -2.096200 0.000002
-7.124100 -1.368200 0.000002
-7.124100 -1.343100 0.000003
-7.124100 -1.318000 0.000008
-7.124100 -1.292900 0.000008
-7.124100 -1.267800 0.000003
-7.124100 -1.217600 0.000009
-7.124100 -1.192500 0.000063
-7.124100 -1.167400 0.000128
-7.124100 -1.142300 0.000220
-7.124100 -1.117200 0.000310
-7.124100 -1.092100 0.000394
-7.124100 -1.066900 0.000284
-7.124100 -1.041800 0.000298
-7.124100 -1.016700 0.000257
-7.124100 -0.991630 0.000117
-7.124100 -0.966530 0.000034
-7.124100 -0.941420 0.000008
-7.124100 -0.916320 0.000010
-7.124100 -0.891210 0.000025
-7.124100 -0.866110 0.000022
-7.124100 -0.841000 0.000022
-7.124100 -0.815900 0.000014
-7.124100 -0.790790 0.000002
-7.124100 -0.765690 0.000005
-7.124100 -0.740590 0.000013
-7.124100 -0.715480 0.000022
-7.124100 -0.690380 0.000021
-7.124100 -0.665270 0.000015
-7.124100 -0.640170 0.000001
-7.124100 -0.615060 0.000005
-7.124100 -0.589960 0.000012
-7.124100 -0.564850 0.000036
-7.124100 -0.539750 0.000043
-7.124100 -0.514640 0.000025
-7.124100 -0.489540 0.000007
-7.124100 -0.439330 0.000014
-7.124100 -0.414230 0.000031
-7.124100 -0.389120 0.000048
-7.124100 -0.364020 0.000030
-7.124100 -0.338910 0.000017
-7.124100 -0.313810 0.000001
-7.124100 -0.288700 0.000022
-7.124100 -0.263600 0.000060
-7.124100 -0.238490 0.000104
-7.124100 -0.213390 0.000113
-7.124100 -0.188280 0.000090
-7.124100 -0.138080 0.000029
-7.124100 -0.112970 0.000170
-7.124100 -0.087870 0.000705
-7.124100 -0.062760 0.001232
-7.124100 -0.037660 0.001192
-7.124100 -0.012550 0.002088
-7.124100 0.012550 0.002382
-7.124100 0.037660 0.001489
-7.124100 0.062760 0.001292
-7.124100 0.087870 0.000987
-7.124100 0.112970 0.000203
-7.124100 0.138080 0.000070
-7.124100 0.163180 0.000008
-7.124100 0.188280 0.000049
-7.124100 0.213390 0.000088
-7.124100 0.238490 0.000062
-7.124100 0.263600 0.000044
-7.124100 0.288700 0.000021
-7.124100 0.313810 0.000003
-7.124100 0.338910 0.000015
-7.124100 0.364020 0.000032
-7.124100 0.389120 0.000035
-7.124100 0.414230 0.000028
-7.124100 0.439330 0.000010
-7.124100 0.464440 0.000002
-7.124100 0.489540 0.000011
-7.124100 0.514640 0.000031
-7.124100 0.539750 0.000040
-7.124100 0.564850 0.000041
-7.124100 0.589960 0.000011
-7.124100 0.615060 0.000003
-7.124100 0.665270 0.000014
-7.124100 0.690380 0.000025
-7.124100 0.715480 0.000019
-7.124100 0.740590 0.000013
-7.124100 0.765690 0.000005
-7.124100 0.790790 0.000004
-7.124100 0.815900 0.000016
-7.124100 0.841000 0.000034
-7.124100 0.866110 0.000040
-7.124100 0.891210 0.000037
-7.124100 0.916320 0.000023
-7.124100 0.941420 0.000001
-7.124100 0.966530 0.000020
-7.124100 0.991630 0.000113
-7.124100 1.016700 0.000205
-7.124100 1.041800 0.000315
-7.124100 1.066900 0.000338
-7.124100 1.092100 0.000381
-7.124100 1.117200 0.000391
-7.124100 1.142300 0.000194
-7.124100 1.167400 0.000149
-7.124100 1.192500 0.000033
-7.124100 1.217600 0.000013
-7.124100 1.242700 0.000003
-7.124100 1.267800 0.000002
-7.124100 1.292900 0.000005
-7.124100 1.318000 0.000007
-7.124100 1.343100 0.000003
-7.124100 1.368200 0.000002
-7.124100 2.096200 0.000003
-7.124100 2.121300 0.000005
-7.124100 2.146400 0.000011
-7.124100 2.171500 0.000009
-7.124100 2.196700 0.000011
-7.124100 2.221800 0.000007
-7.124100 2.246900 0.000006
-7.124100 2.272000 0.000005
-7.124100 2.297100 0.000001
-7.090700 -2.422600 0.000001
-7.090700 -2.397500 0.000001
-7.090700 -2.297100 0.000004
-7.090700 -2.272000 0.000008
-7.090700 -2.246900 0.000011
-7.090700 -2.221800 0.000021
-7.090700 -2.196700 0.000025
-7.090700 -2.171500 0.000021
-7.090700 -2.146400 0.000018
-7.090700 -2.121300 0.000015
-7.090700 -2.096200 0.000005
-7.090700 -2.071100 0.000002
-7.090700 -1.493700 0.000002
-7.090700 -1.468600 0.000003
-7.090700 -1.443500 0.000002
-7.090700 -1.368200 0.000003
-7.090700 -1.343100 0.000014
-7.090700 -1.318000 0.000019
-7.090700 -1.292900 0.000015
-7.090700 -1.267800 0.000004
-7.090700 -1.217600 0.000012
-7.090700 -1.192500 0.000134
-7.090700 -1.167400 0.000266
-7.090700 -1.142300 0.000568
-7.090700 -1.117200 0.000761
-7.090700 -1.092100 0.000928
-7.090700 -1.066900 0.000866
-7.090700 -1.041800 0.000806
-7.090700 -1.016700 0.000526
-7.090700 -0.991630 0.000238
-7.090700 -0.966530 0.000112
-7.090700 -0.941420 0.000001
-7.090700 -0.916320 0.000018
-7.090700 -0.891210 0.000054
-7.090700 -0.866110 0.000085
-7.090700 -0.841000 0.000077
-7.090700 -0.815900 0.000053
-7.090700 -0.790790 0.000002
-7.090700 -0.765690 0.000002
-7.090700 -0.740590 0.000016
-7.090700 -0.715480 0.000046
-7.090700 -0.690380 0.000046
-7.090700 -0.665270 0.000012
-7.090700 -0.640170 0.000002
-7.090700 -0.615060 0.000005
-7.090700 -0.589960 0.000052
-7.090700 -0.564850 0.000081
-7.090700 -0.539750 0.000079
-7.090700 -0.514640 0.000052
-7.090700 -0.489540 0.000023
-7.090700 -0.464440 0.000005
-7.090700 -0.439330 0.000030
-7.090700 -0.414230 0.000070
-7.090700 -0.389120 0.000105
-7.090700 -0.364020 0.000093
-7.090700 -0.338910 0.000058
-7.090700 -0.313810 0.000001
-7.090700 -0.288700 0.000031
-7.090700 -0.263600 0.000096
-7.090700 -0.238490 0.000260
-7.090700 -0.213390 0.000287
-7.090700 -0.188280 0.000097
-7.090700 -0.163180 0.000013
-7.090700 -0.138080 0.000029
-7.090700 -0.112970 0.000738
-7.090700 -0.087870 0.001549
-7.090700 -0.062760 0.002648
-7.090700 -0.037660 0.004361
-7.090700 -0.012550 0.005233
-7.090700 0.012550 0.004658
-7.090700 0.037660 0.004290
-7.090700 0.062760 0.003578
-7.090700 0.087870 0.001322
-7.090700 0.112970 0.000689
-7.090700 0.138080 0.000250
-7.090700 0.163180 0.000018
-7.090700 0.188280 0.000104
-7.090700 0.213390 0.000208
-7.090700 0.238490 0.000215
-7.090700 0.263600 0.000163
-7.090700 0.288700 0.000017
-7.090700 0.338910 0.000014
-7.090700 0.364020 0.000069
-7.090700 0.389120 0.000078
-7.090700 0.414230 0.000065
-7.090700 0.439330 0.000009
-7.090700 0.464440 0.000001
-7.090700 0.489540 0.000041
-7.090700 0.514640 0.000072
-7.090700 0.539750 0.000093
-7.090700 0.564850 0.000060
-7.090700 0.589960 0.000034
-7.090700 0.615060 0.000010
-7.090700 0.640170 0.000010
-7.090700 0.665270 0.000033
-7.090700 0.690380 0.000059
-7.090700 0.715480 0.000061
-7.090700 0.740590 0.000044
-7.090700 0.765690 0.000001
-7.090700 0.790790 0.000004
-7.090700 0.815900 0.000027
-7.090700 0.841000 0.000088
-7.090700 0.866110 0.000105
-7.090700 0.891210 0.000098
-7.090700 0.916320 0.000017
-7.090700 0.966530 0.000122
-7.090700 0.991630 0.000259
-7.090700 1.016700 0.000462
-7.090700 1.041800 0.000759
-7.090700 1.066900 0.000901
-7.090700 1.092100 0.000972
-7.090700 1.117200 0.000693
-7.090700 1.142300 0.000571
-7.090700 1.167400 0.000423
-7.090700 1.192500 0.000116
-7.090700 1.217600 0.000049
-7.090700 1.267800 0.000004
-7.090700 1.292900 0.000012
-7.090700 1.318000 0.000014
-7.090700 1.343100 0.000012
-7.090700 1.368200 0.000007
-7.090700 1.443500 0.000002
-7.090700 1.468600 0.000002
-7.090700 1.493700 0.000002
-7.090700 2.071100 0.000002
-7.090700 2.096200 0.000006
-7.090700 2.121300 0.000010
-7.090700 2.146400 0.000019
-7.090700 2.171500 0.000023
-7.090700 2.196700 0.000028
-7.090700 2.221800 0.000021
-7.090700 2.246900 0.000018
-7.090700 2.272000 0.000007
-7.090700 2.297100 0.000004
-7.090700 2.322200 0.000001
-7.090700 2.397500 0.000001
-7.057400 -2.447700 0.000001
-7.057400 -2.422600 0.000002
-7.057400 -2.397500 0.000002
-7.057400 -2.322200 0.000001
-7.057400 -2.297100 0.000005
-7.057400 -2.272000 0.000010
-7.057400 -2.246900 0.000024
-7.057400 -2.221800 0.000030
-7.057400 -2.196700 0.000033
-7.057400 -2.171500 0.000034
-7.057400 -2.146400 0.000030
-7.057400 -2.121300 0.000015
-7.057400 -2.096200 0.000009
-7.057400 -2.071100 0.000005
-7.057400 -1.518800 0.000001
-7.057400 -1.493700 0.000004
-7.057400 -1.468600 0.000004
-7.057400 -1.443500 0.000004
-7.057400 -1.368200 0.000010
-7.057400 -1.343100 0.000018
-7.057400 -1.318000 0.000025
-7.057400 -1.292900 0.000021
-7.057400 -1.267800 0.000010
-7.057400 -1.217600 0.000055
-7.057400 -1.192500 0.000154
-7.057400 -1.167400 0.000533
-7.057400 -1.142300 0.000793
-7.057400 -1.117200 0.001059
-7.057400 -1.092100 0.001336
-7.057400 -1.066900 0.001357
-7.057400 -1.041800 0.001258
-7.057400 -1.016700 0.000702
-7.057400 -0.991630 0.000444
-7.057400 -0.966530 0.000185
-7.057400 -0.941420 0.000003
-7.057400 -0.916320 0.000014
-7.057400 -0.891210 0.000113
-7.057400 -0.866110 0.000140
-7.057400 -0.841000 0.000134
-7.057400 -0.815900 0.000044
-7.057400 -0.790790 0.000012
-7.057400 -0.740590 0.000036
-7.057400 -0.715480 0.000057
-7.057400 -0.690380 0.000046
-7.057400 -0.665270 0.000023
-7.057400 -0.640170 0.000004
-7.057400 -0.615060 0.000025
-7.057400 -0.589960 0.000064
-7.057400 -0.564850 0.000105
-7.057400 -0.539750 0.000119
-7.057400 -0.514640 0.000089
-7.057400 -0.489540 0.000046
-7.057400 -0.464440 0.000002
-7.057400 -0.439330 0.000031
-7.057400 -0.414230 0.000137
-7.057400 -0.389120 0.000166
-7.057400 -0.364020 0.000155
-7.057400 -0.338910 0.000035
-7.057400 -0.313810 0.000001
-7.057400 -0.288700 0.000022
-7.057400 -0.263600 0.000240
-7.057400 -0.238490 0.000361
-7.057400 -0.213390 0.000338
-7.057400 -0.188280 0.000204
-7.057400 -0.163180 0.000054
-7.057400 -0.138080 0.000246
-7.057400 -0.112970 0.000850
-7.057400 -0.087870 0.001882
-7.057400 -0.062760 0.004756
-7.057400 -0.037660 0.006275
-7.057400 -0.012550 0.007486
-7.057400 0.012550 0.007564
-7.057400 0.037660 0.006916
-7.057400 0.062760 0.003829
-7.057400 0.087870 0.002497
-7.057400 0.112970 0.001355
-7.057400 0.138080 0.000081
-7.057400 0.163180 0.000005
-7.057400 0.188280 0.000108
-7.057400 0.213390 0.000359
-7.057400 0.238490 0.000373
-7.057400 0.263600 0.000189
-7.057400 0.288700 0.000061
-7.057400 0.313810 0.000008
-7.057400 0.338910 0.000043
-7.057400 0.364020 0.000082
-7.057400 0.389120 0.000103
-7.057400 0.414230 0.000054
-7.057400 0.439330 0.000019
-7.057400 0.489540 0.000049
-7.057400 0.514640 0.000093
-7.057400 0.539750 0.000135
-7.057400 0.564850 0.000103
-7.057400 0.589960 0.000064
-7.057400 0.640170 0.000008
-7.057400 0.665270 0.000038
-7.057400 0.690380 0.000099
